#Data tag : 24v2 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/pb),recorded(/pb),avgpu,source
355374:7960,59:59,07/10/22 12:22:13,STABLE BEAMS,6800,0.006638453,0.004592400,32.7,HFET
355374:7960,60:60,07/10/22 12:22:37,STABLE BEAMS,6800,0.006630762,0.004008566,32.6,HFET
355374:7960,61:61,07/10/22 12:23:00,STABLE BEAMS,6800,0.006621237,0.004506439,32.6,HFET
355374:7960,62:62,07/10/22 12:23:23,STABLE BEAMS,6800,0.006611473,0.003574096,32.5,HFET
355374:7960,63:63,07/10/22 12:23:47,STABLE BEAMS,6800,0.006604076,0.004478541,32.5,HFET
355374:7960,64:64,07/10/22 12:24:10,STABLE BEAMS,6800,0.006595161,0.004558139,32.5,HFET
355374:7960,65:65,07/10/22 12:24:33,STABLE BEAMS,6800,0.006587440,0.003664370,32.4,HFET
355374:7960,66:66,07/10/22 12:24:57,STABLE BEAMS,6800,0.006581188,0.004574135,32.4,HFET
355374:7960,67:67,07/10/22 12:25:20,STABLE BEAMS,6800,0.006573195,0.003015573,32.4,HFET
355374:7960,68:68,07/10/22 12:25:43,STABLE BEAMS,6800,0.006566154,0.004370033,32.3,HFET
355374:7960,69:69,07/10/22 12:26:06,STABLE BEAMS,6800,0.006558489,0.004569620,32.3,HFET
355374:7960,70:70,07/10/22 12:26:30,STABLE BEAMS,6800,0.006550108,0.004550610,32.2,HFET
355374:7960,71:71,07/10/22 12:26:53,STABLE BEAMS,6800,0.006544016,0.004564080,32.2,HFET
355374:7960,72:72,07/10/22 12:27:16,STABLE BEAMS,6800,0.006535658,0.004569754,32.2,HFET
355374:7960,73:73,07/10/22 12:27:40,STABLE BEAMS,6800,0.006529041,0.004542457,32.1,HFET
355374:7960,74:74,07/10/22 12:28:03,STABLE BEAMS,6800,0.006522006,0.004027328,32.1,HFET
355374:7960,75:75,07/10/22 12:28:26,STABLE BEAMS,6800,0.006517672,0.004485075,32.1,HFET
355374:7960,76:76,07/10/22 12:28:50,STABLE BEAMS,6800,0.006510624,0.004519779,32.0,HFET
355374:7960,77:77,07/10/22 12:29:13,STABLE BEAMS,6800,0.006503475,0.004532051,32.0,HFET
355374:7960,78:78,07/10/22 12:29:36,STABLE BEAMS,6800,0.006497017,0.004092873,32.0,HFET
355374:7960,79:79,07/10/22 12:30:00,STABLE BEAMS,6800,0.006491037,0.003755695,32.0,HFET
355374:7960,80:80,07/10/22 12:30:23,STABLE BEAMS,6800,0.006483741,0.004522648,31.9,HFET
355374:7960,81:81,07/10/22 12:30:46,STABLE BEAMS,6800,0.006477104,0.004521724,31.9,HFET
355374:7960,82:82,07/10/22 12:31:10,STABLE BEAMS,6800,0.006470302,0.004524459,31.8,HFET
355374:7960,83:83,07/10/22 12:31:33,STABLE BEAMS,6800,0.006464105,0.004527465,31.8,HFET
355374:7960,84:84,07/10/22 12:31:56,STABLE BEAMS,6800,0.006458030,0.000132121,31.8,HFET
355381:7960,1:1,07/10/22 16:11:05,STABLE BEAMS,6800,0.007828375,0.004867814,38.5,HFET
355381:7960,2:2,07/10/22 16:11:28,STABLE BEAMS,6800,0.007821823,0.005066857,38.5,HFET
355381:7960,3:3,07/10/22 16:11:51,STABLE BEAMS,6800,0.007814308,0.005841761,38.5,HFET
355381:7960,4:4,07/10/22 16:12:14,STABLE BEAMS,6800,0.007810155,0.005776598,38.4,HFET
355381:7960,5:5,07/10/22 16:12:38,STABLE BEAMS,6800,0.007802729,0.006621168,38.4,HFET
355381:7960,6:6,07/10/22 16:13:01,STABLE BEAMS,6800,0.007807268,0.006026306,38.4,HFET
355381:7960,7:7,07/10/22 16:13:24,STABLE BEAMS,6800,0.007798999,0.006818196,38.4,HFET
355381:7960,8:8,07/10/22 16:13:48,STABLE BEAMS,6800,0.007795951,0.006784440,38.4,HFET
355381:7960,9:9,07/10/22 16:14:11,STABLE BEAMS,6800,0.007787951,0.005141867,38.3,HFET
355381:7960,10:10,07/10/22 16:14:34,STABLE BEAMS,6800,0.007778158,0.005985066,38.3,HFET
355381:7960,11:11,07/10/22 16:14:58,STABLE BEAMS,6800,0.007773233,0.006178604,38.3,HFET
355381:7960,12:12,07/10/22 16:15:21,STABLE BEAMS,6800,0.007767562,0.006795444,38.2,HFET
355381:7960,13:13,07/10/22 16:15:44,STABLE BEAMS,6800,0.007757392,0.006734477,38.2,HFET
355381:7960,14:14,07/10/22 16:16:08,STABLE BEAMS,6800,0.007755248,0.006658547,38.2,HFET
355381:7960,15:15,07/10/22 16:16:31,STABLE BEAMS,6800,0.007749612,0.006766058,38.1,HFET
355381:7960,16:16,07/10/22 16:16:54,STABLE BEAMS,6800,0.007742968,0.005945274,38.1,HFET
355381:7960,17:17,07/10/22 16:17:17,STABLE BEAMS,6800,0.007738362,0.005789822,38.1,HFET
355381:7960,18:18,07/10/22 16:17:41,STABLE BEAMS,6800,0.007730344,0.006198925,38.1,HFET
355381:7960,19:19,07/10/22 16:18:04,STABLE BEAMS,6800,0.007719013,0.006743601,38.0,HFET
355381:7960,20:20,07/10/22 16:18:27,STABLE BEAMS,6800,0.007710186,0.005754083,38.0,HFET
355381:7960,21:21,07/10/22 16:18:51,STABLE BEAMS,6800,0.007707259,0.006020387,37.9,HFET
355381:7960,22:22,07/10/22 16:19:14,STABLE BEAMS,6800,0.007703651,0.006723730,37.9,HFET
355381:7960,23:23,07/10/22 16:19:37,STABLE BEAMS,6800,0.007698749,0.006625409,37.9,HFET
355381:7960,24:24,07/10/22 16:20:01,STABLE BEAMS,6800,0.007690878,0.006724507,37.9,HFET
355381:7960,25:25,07/10/22 16:20:24,STABLE BEAMS,6800,0.007686921,0.006210522,37.8,HFET
355381:7960,26:26,07/10/22 16:20:47,STABLE BEAMS,6800,0.007681017,0.006718749,37.8,HFET
355381:7960,27:27,07/10/22 16:21:11,STABLE BEAMS,6800,0.007675037,0.006699489,37.8,HFET
355381:7960,28:28,07/10/22 16:21:34,STABLE BEAMS,6800,0.007673030,0.006598152,37.8,HFET
355381:7960,29:29,07/10/22 16:21:57,STABLE BEAMS,6800,0.007675039,0.006714856,37.8,HFET
355381:7960,30:30,07/10/22 16:22:21,STABLE BEAMS,6800,0.007674002,0.006684114,37.8,HFET
355381:7960,31:31,07/10/22 16:22:44,STABLE BEAMS,6800,0.007679330,0.006709114,37.8,HFET
355381:7960,32:32,07/10/22 16:23:07,STABLE BEAMS,6800,0.007684309,0.006030681,37.8,HFET
355381:7960,33:33,07/10/22 16:23:31,STABLE BEAMS,6800,0.007691536,0.006713228,37.9,HFET
355381:7960,34:34,07/10/22 16:23:54,STABLE BEAMS,6800,0.007692336,0.006714672,37.9,HFET
355381:7960,35:35,07/10/22 16:24:17,STABLE BEAMS,6800,0.007693047,0.006721145,37.9,HFET
355381:7960,36:36,07/10/22 16:24:40,STABLE BEAMS,6800,0.007699523,0.006730191,37.9,HFET
355381:7960,37:37,07/10/22 16:25:04,STABLE BEAMS,6800,0.007707237,0.006724860,37.9,HFET
355381:7960,38:38,07/10/22 16:25:27,STABLE BEAMS,6800,0.007712134,0.006730177,38.0,HFET
355381:7960,39:39,07/10/22 16:25:50,STABLE BEAMS,6800,0.007710176,0.006735070,38.0,HFET
355381:7960,40:40,07/10/22 16:26:14,STABLE BEAMS,6800,0.007708576,0.006700524,37.9,HFET
355381:7960,41:41,07/10/22 16:26:37,STABLE BEAMS,6800,0.007708620,0.006742862,37.9,HFET
355381:7960,42:42,07/10/22 16:27:00,STABLE BEAMS,6800,0.007710277,0.006607247,38.0,HFET
355381:7960,43:43,07/10/22 16:27:24,STABLE BEAMS,6800,0.007707460,0.006731652,37.9,HFET
355381:7960,44:44,07/10/22 16:27:47,STABLE BEAMS,6800,0.007704002,0.006723430,37.9,HFET
355381:7960,45:45,07/10/22 16:28:10,STABLE BEAMS,6800,0.007700330,0.006723537,37.9,HFET
355381:7960,46:46,07/10/22 16:28:34,STABLE BEAMS,6800,0.007696540,0.006724343,37.9,HFET
355381:7960,47:47,07/10/22 16:28:57,STABLE BEAMS,6800,0.007692336,0.006716953,37.9,HFET
355381:7960,48:48,07/10/22 16:29:20,STABLE BEAMS,6800,0.007687595,0.005222705,37.8,HFET
355381:7960,49:49,07/10/22 16:29:43,STABLE BEAMS,6800,0.007678550,0.006702267,37.8,HFET
355381:7960,50:50,07/10/22 16:30:07,STABLE BEAMS,6800,0.007668301,0.005571175,37.7,HFET
355381:7960,51:51,07/10/22 16:30:30,STABLE BEAMS,6800,0.007662189,0.006688353,37.7,HFET
355381:7960,52:52,07/10/22 16:30:53,STABLE BEAMS,6800,0.007661586,0.005548751,37.7,HFET
355381:7960,53:53,07/10/22 16:31:17,STABLE BEAMS,6800,0.007654981,0.006683290,37.7,HFET
355381:7960,54:54,07/10/22 16:31:40,STABLE BEAMS,6800,0.007649105,0.006691279,37.7,HFET
355381:7960,55:55,07/10/22 16:32:03,STABLE BEAMS,6800,0.007643773,0.006676389,37.6,HFET
355381:7960,56:56,07/10/22 16:32:27,STABLE BEAMS,6800,0.007639966,0.006656618,37.6,HFET
355381:7960,57:57,07/10/22 16:32:50,STABLE BEAMS,6800,0.007633244,0.005533307,37.6,HFET
355381:7960,58:58,07/10/22 16:33:13,STABLE BEAMS,6800,0.007629346,0.005695954,37.6,HFET
355381:7960,59:59,07/10/22 16:33:37,STABLE BEAMS,6800,0.007626017,0.006660593,37.5,HFET
355381:7960,60:60,07/10/22 16:34:00,STABLE BEAMS,6800,0.007622201,0.006640813,37.5,HFET
355381:7960,61:61,07/10/22 16:34:23,STABLE BEAMS,6800,0.007618577,0.006666247,37.5,HFET
355381:7960,62:62,07/10/22 16:34:47,STABLE BEAMS,6800,0.007613681,0.006634395,37.5,HFET
355381:7960,63:63,07/10/22 16:35:10,STABLE BEAMS,6800,0.007607148,0.006655612,37.4,HFET
355381:7960,64:64,07/10/22 16:35:33,STABLE BEAMS,6800,0.007600580,0.005195879,37.4,HFET
355381:7960,65:65,07/10/22 16:35:56,STABLE BEAMS,6800,0.007598512,0.005570939,37.4,HFET
355381:7960,66:66,07/10/22 16:36:20,STABLE BEAMS,6800,0.007595397,0.006554860,37.4,HFET
355381:7960,67:67,07/10/22 16:36:43,STABLE BEAMS,6800,0.007589521,0.006621990,37.4,HFET
355381:7960,68:68,07/10/22 16:37:06,STABLE BEAMS,6800,0.007584789,0.006614354,37.3,HFET
355381:7960,69:69,07/10/22 16:37:30,STABLE BEAMS,6800,0.007583210,0.006264628,37.3,HFET
355381:7960,70:70,07/10/22 16:37:53,STABLE BEAMS,6800,0.007581723,0.006512595,37.3,HFET
355381:7960,71:71,07/10/22 16:38:16,STABLE BEAMS,6800,0.007578578,0.006619568,37.3,HFET
355381:7960,72:72,07/10/22 16:38:40,STABLE BEAMS,6800,0.007570778,0.006607097,37.3,HFET
355381:7960,73:73,07/10/22 16:39:03,STABLE BEAMS,6800,0.007561088,0.006597879,37.2,HFET
355381:7960,74:74,07/10/22 16:39:26,STABLE BEAMS,6800,0.007552580,0.006598446,37.2,HFET
355381:7960,75:75,07/10/22 16:39:50,STABLE BEAMS,6800,0.007543140,0.006596341,37.1,HFET
355381:7960,76:76,07/10/22 16:40:13,STABLE BEAMS,6800,0.007537059,0.006581206,37.1,HFET
355381:7960,77:77,07/10/22 16:40:36,STABLE BEAMS,6800,0.007536732,0.006579026,37.1,HFET
355381:7960,78:78,07/10/22 16:40:59,STABLE BEAMS,6800,0.007530441,0.005815827,37.1,HFET
355381:7960,79:79,07/10/22 16:41:23,STABLE BEAMS,6800,0.007522451,0.004668187,37.0,HFET
355381:7960,80:80,07/10/22 16:41:46,STABLE BEAMS,6800,0.007518040,0.006539277,37.0,HFET
355381:7960,81:81,07/10/22 16:42:09,STABLE BEAMS,6800,0.007513445,0.006544237,37.0,HFET
355381:7960,82:82,07/10/22 16:42:33,STABLE BEAMS,6800,0.007507591,0.006479748,37.0,HFET
355381:7960,83:83,07/10/22 16:42:56,STABLE BEAMS,6800,0.007501704,0.006435102,36.9,HFET
355381:7960,84:84,07/10/22 16:43:19,STABLE BEAMS,6800,0.007494954,0.006547323,36.9,HFET
355381:7960,85:85,07/10/22 16:43:43,STABLE BEAMS,6800,0.007492738,0.006547800,36.9,HFET
355381:7960,86:86,07/10/22 16:44:06,STABLE BEAMS,6800,0.007488742,0.006539037,36.9,HFET
355381:7960,87:87,07/10/22 16:44:29,STABLE BEAMS,6800,0.007483186,0.006141884,36.8,HFET
355381:7960,88:88,07/10/22 16:44:53,STABLE BEAMS,6800,0.007478738,0.006533161,36.8,HFET
355381:7960,89:89,07/10/22 16:45:16,STABLE BEAMS,6800,0.007474127,0.006537758,36.8,HFET
355381:7960,90:90,07/10/22 16:45:39,STABLE BEAMS,6800,0.007474898,0.004595031,36.8,HFET
355381:7960,91:91,07/10/22 16:46:03,STABLE BEAMS,6800,0.007465753,0.006511314,36.7,HFET
355381:7960,92:92,07/10/22 16:46:26,STABLE BEAMS,6800,0.007457212,0.006503214,36.7,HFET
355381:7960,93:93,07/10/22 16:46:49,STABLE BEAMS,6800,0.007450114,0.006513116,36.7,HFET
355381:7960,94:94,07/10/22 16:47:12,STABLE BEAMS,6800,0.007442764,0.006479578,36.6,HFET
355381:7960,95:95,07/10/22 16:47:36,STABLE BEAMS,6800,0.007438471,0.006497766,36.6,HFET
355381:7960,96:96,07/10/22 16:47:59,STABLE BEAMS,6800,0.007438574,0.006451605,36.6,HFET
355381:7960,97:97,07/10/22 16:48:22,STABLE BEAMS,6800,0.007436236,0.006492884,36.6,HFET
355381:7960,98:98,07/10/22 16:48:46,STABLE BEAMS,6800,0.007430883,0.006084255,36.6,HFET
355381:7960,99:99,07/10/22 16:49:09,STABLE BEAMS,6800,0.007426061,0.006459599,36.6,HFET
355381:7960,100:100,07/10/22 16:49:32,STABLE BEAMS,6800,0.007426486,0.006447925,36.6,HFET
355381:7960,101:101,07/10/22 16:49:56,STABLE BEAMS,6800,0.007427651,0.006399024,36.6,HFET
355381:7960,102:102,07/10/22 16:50:19,STABLE BEAMS,6800,0.007430041,0.005054002,36.6,HFET
355381:7960,103:103,07/10/22 16:50:42,STABLE BEAMS,6800,0.007432530,0.006474056,36.6,HFET
355381:7960,104:104,07/10/22 16:51:06,STABLE BEAMS,6800,0.007439432,0.006507540,36.6,HFET
355381:7960,105:105,07/10/22 16:51:29,STABLE BEAMS,6800,0.007446173,0.006497910,36.7,HFET
355381:7960,106:106,07/10/22 16:51:52,STABLE BEAMS,6800,0.007451272,0.006504053,36.7,HFET
355381:7960,107:107,07/10/22 16:52:15,STABLE BEAMS,6800,0.007454820,0.005717314,36.7,HFET
355381:7960,108:108,07/10/22 16:52:39,STABLE BEAMS,6800,0.007453438,0.005727390,36.7,HFET
355381:7960,109:109,07/10/22 16:53:02,STABLE BEAMS,6800,0.007452798,0.002871166,36.7,HFET
355381:7960,110:110,07/10/22 16:53:25,STABLE BEAMS,6800,0.007453882,0.006481371,36.7,HFET
355381:7960,111:111,07/10/22 16:53:49,STABLE BEAMS,6800,0.007455829,0.006503456,36.7,HFET
355381:7960,112:112,07/10/22 16:54:12,STABLE BEAMS,6800,0.007449921,0.006405410,36.7,HFET
355381:7960,113:113,07/10/22 16:54:35,STABLE BEAMS,6800,0.007449748,0.006503195,36.7,HFET
355381:7960,114:114,07/10/22 16:54:59,STABLE BEAMS,6800,0.007447707,0.006511508,36.7,HFET
355381:7960,115:115,07/10/22 16:55:22,STABLE BEAMS,6800,0.007448980,0.005514112,36.7,HFET
355381:7960,116:116,07/10/22 16:55:45,STABLE BEAMS,6800,0.007443637,0.006499520,36.6,HFET
355381:7960,117:117,07/10/22 16:56:09,STABLE BEAMS,6800,0.007438426,0.006478795,36.6,HFET
355381:7960,118:118,07/10/22 16:56:32,STABLE BEAMS,6800,0.007436742,0.005727001,36.6,HFET
355381:7960,119:119,07/10/22 16:56:55,STABLE BEAMS,6800,0.007434168,0.005782720,36.6,HFET
355381:7960,120:120,07/10/22 16:57:19,STABLE BEAMS,6800,0.007430660,0.006485596,36.6,HFET
355381:7960,121:121,07/10/22 16:57:42,STABLE BEAMS,6800,0.007425843,0.006484371,36.6,HFET
355381:7960,122:122,07/10/22 16:58:05,STABLE BEAMS,6800,0.007417980,0.006469384,36.5,HFET
355381:7960,123:123,07/10/22 16:58:29,STABLE BEAMS,6800,0.007415365,0.006339687,36.5,HFET
355381:7960,124:124,07/10/22 16:58:52,STABLE BEAMS,6800,0.007413543,0.005575323,36.5,HFET
355381:7960,125:125,07/10/22 16:59:15,STABLE BEAMS,6800,0.007408795,0.005111072,36.5,HFET
355381:7960,126:126,07/10/22 16:59:38,STABLE BEAMS,6800,0.007405653,0.005980373,36.5,HFET
355381:7960,127:127,07/10/22 17:00:02,STABLE BEAMS,6800,0.007397470,0.004915950,36.4,HFET
355381:7960,128:128,07/10/22 17:00:25,STABLE BEAMS,6800,0.007393817,0.005225382,36.4,HFET
355381:7960,129:129,07/10/22 17:00:48,STABLE BEAMS,6800,0.007390885,0.004647608,36.4,HFET
355381:7960,130:130,07/10/22 17:01:12,STABLE BEAMS,6800,0.007386596,0.004609107,36.4,HFET
355381:7960,131:131,07/10/22 17:01:35,STABLE BEAMS,6800,0.007379986,0.006444810,36.3,HFET
355381:7960,132:132,07/10/22 17:01:58,STABLE BEAMS,6800,0.007377076,0.006440674,36.3,HFET
355381:7960,133:133,07/10/22 17:02:22,STABLE BEAMS,6800,0.007367625,0.006430301,36.3,HFET
355381:7960,134:134,07/10/22 17:02:45,STABLE BEAMS,6800,0.007366559,0.006438494,36.3,HFET
355381:7960,135:135,07/10/22 17:03:08,STABLE BEAMS,6800,0.007361920,0.005185163,36.2,HFET
355381:7960,136:136,07/10/22 17:03:32,STABLE BEAMS,6800,0.007351919,0.006416456,36.2,HFET
355381:7960,137:137,07/10/22 17:03:55,STABLE BEAMS,6800,0.007346298,0.006317179,36.2,HFET
355381:7960,138:138,07/10/22 17:04:18,STABLE BEAMS,6800,0.007340636,0.006397854,36.1,HFET
355381:7960,139:139,07/10/22 17:04:41,STABLE BEAMS,6800,0.007337440,0.006399068,36.1,HFET
355381:7960,140:140,07/10/22 17:05:05,STABLE BEAMS,6800,0.007336744,0.006390041,36.1,HFET
355381:7960,141:141,07/10/22 17:05:28,STABLE BEAMS,6800,0.007331945,0.004261076,36.1,HFET
355381:7960,142:142,07/10/22 17:05:51,STABLE BEAMS,6800,0.007324571,0.005057880,36.1,HFET
355381:7960,143:143,07/10/22 17:06:15,STABLE BEAMS,6800,0.007318964,0.006371285,36.0,HFET
355381:7960,144:144,07/10/22 17:06:38,STABLE BEAMS,6800,0.007319547,0.006396128,36.0,HFET
355381:7960,145:145,07/10/22 17:07:01,STABLE BEAMS,6800,0.007311540,0.006347986,36.0,HFET
355381:7960,146:146,07/10/22 17:07:25,STABLE BEAMS,6800,0.007301734,0.006342744,35.9,HFET
355381:7960,147:147,07/10/22 17:07:48,STABLE BEAMS,6800,0.007292734,0.005541029,35.9,HFET
355381:7960,148:148,07/10/22 17:08:11,STABLE BEAMS,6800,0.007288886,0.006297556,35.9,HFET
355381:7960,149:149,07/10/22 17:08:35,STABLE BEAMS,6800,0.007288307,0.004467499,35.9,HFET
355381:7960,150:150,07/10/22 17:08:58,STABLE BEAMS,6800,0.007286612,0.006362810,35.9,HFET
355381:7960,151:151,07/10/22 17:09:21,STABLE BEAMS,6800,0.007281446,0.006342743,35.8,HFET
355381:7960,152:152,07/10/22 17:09:44,STABLE BEAMS,6800,0.007277096,0.006348006,35.8,HFET
355381:7960,153:153,07/10/22 17:10:08,STABLE BEAMS,6800,0.007274185,0.004824954,35.8,HFET
355381:7960,154:154,07/10/22 17:10:31,STABLE BEAMS,6800,0.007269847,0.006259640,35.8,HFET
355381:7960,155:155,07/10/22 17:10:54,STABLE BEAMS,6800,0.007265568,0.006353544,35.8,HFET
355381:7960,156:156,07/10/22 17:11:18,STABLE BEAMS,6800,0.007260563,0.006343989,35.7,HFET
355381:7960,157:157,07/10/22 17:11:41,STABLE BEAMS,6800,0.007259807,0.006351111,35.7,HFET
355381:7960,158:158,07/10/22 17:12:04,STABLE BEAMS,6800,0.007260961,0.006329665,35.7,HFET
355381:7960,159:159,07/10/22 17:12:28,STABLE BEAMS,6800,0.007259087,0.006336067,35.7,HFET
355381:7960,160:160,07/10/22 17:12:51,STABLE BEAMS,6800,0.007262462,0.006330108,35.7,HFET
355381:7960,161:161,07/10/22 17:13:14,STABLE BEAMS,6800,0.007269197,0.006343166,35.8,HFET
355381:7960,162:162,07/10/22 17:13:38,STABLE BEAMS,6800,0.007271800,0.006339127,35.8,HFET
355381:7960,163:163,07/10/22 17:14:01,STABLE BEAMS,6800,0.007273078,0.005195806,35.8,HFET
355381:7960,164:164,07/10/22 17:14:24,STABLE BEAMS,6800,0.007274897,0.004524670,35.8,HFET
355381:7960,165:165,07/10/22 17:14:48,STABLE BEAMS,6800,0.007272280,0.006348731,35.8,HFET
355381:7960,166:166,07/10/22 17:15:11,STABLE BEAMS,6800,0.007272026,0.006110818,35.8,HFET
355381:7960,167:167,07/10/22 17:15:34,STABLE BEAMS,6800,0.007271568,0.005566439,35.8,HFET
355381:7960,168:168,07/10/22 17:15:58,STABLE BEAMS,6800,0.007272478,0.006341625,35.8,HFET
355381:7960,169:169,07/10/22 17:16:21,STABLE BEAMS,6800,0.007272558,0.006357951,35.8,HFET
355381:7960,170:170,07/10/22 17:16:44,STABLE BEAMS,6800,0.007268311,0.006310805,35.8,HFET
355381:7960,171:171,07/10/22 17:17:07,STABLE BEAMS,6800,0.007263145,0.006304695,35.8,HFET
355381:7960,172:172,07/10/22 17:17:31,STABLE BEAMS,6800,0.007260723,0.006321375,35.7,HFET
355381:7960,173:173,07/10/22 17:17:54,STABLE BEAMS,6800,0.007260231,0.006353177,35.7,HFET
355381:7960,174:174,07/10/22 17:18:17,STABLE BEAMS,6800,0.007256715,0.005502745,35.7,HFET
355381:7960,175:175,07/10/22 17:18:41,STABLE BEAMS,6800,0.007250208,0.006322222,35.7,HFET
355381:7960,176:176,07/10/22 17:19:04,STABLE BEAMS,6800,0.007249642,0.004480455,35.7,HFET
355381:7960,177:177,07/10/22 17:19:27,STABLE BEAMS,6800,0.007245530,0.005129998,35.7,HFET
355381:7960,178:178,07/10/22 17:19:51,STABLE BEAMS,6800,0.007242404,0.003933952,35.6,HFET
355381:7960,179:179,07/10/22 17:20:14,STABLE BEAMS,6800,0.007239387,0.006241350,35.6,HFET
355381:7960,180:180,07/10/22 17:20:37,STABLE BEAMS,6800,0.007231340,0.006325386,35.6,HFET
355381:7960,181:181,07/10/22 17:21:00,STABLE BEAMS,6800,0.007228942,0.006306887,35.6,HFET
355381:7960,182:182,07/10/22 17:21:24,STABLE BEAMS,6800,0.007224096,0.006303124,35.6,HFET
355381:7960,183:183,07/10/22 17:21:47,STABLE BEAMS,6800,0.007224989,0.006315317,35.6,HFET
355381:7960,184:184,07/10/22 17:22:10,STABLE BEAMS,6800,0.007220439,0.006282887,35.5,HFET
355381:7960,185:185,07/10/22 17:22:34,STABLE BEAMS,6800,0.007217714,0.006309720,35.5,HFET
355381:7960,186:186,07/10/22 17:22:57,STABLE BEAMS,6800,0.007214374,0.006291814,35.5,HFET
355381:7960,187:187,07/10/22 17:23:20,STABLE BEAMS,6800,0.007211845,0.006227447,35.5,HFET
355381:7960,188:188,07/10/22 17:23:44,STABLE BEAMS,6800,0.007205301,0.006287155,35.5,HFET
355381:7960,189:189,07/10/22 17:24:07,STABLE BEAMS,6800,0.007202671,0.006297981,35.5,HFET
355381:7960,190:190,07/10/22 17:24:30,STABLE BEAMS,6800,0.007197019,0.006285249,35.4,HFET
355381:7960,191:191,07/10/22 17:24:54,STABLE BEAMS,6800,0.007193183,0.005578458,35.4,HFET
355381:7960,192:192,07/10/22 17:25:17,STABLE BEAMS,6800,0.007189956,0.006255418,35.4,HFET
355381:7960,193:193,07/10/22 17:25:40,STABLE BEAMS,6800,0.007181268,0.006279419,35.3,HFET
355381:7960,194:194,07/10/22 17:26:04,STABLE BEAMS,6800,0.007174126,0.006264319,35.3,HFET
355381:7960,195:195,07/10/22 17:26:27,STABLE BEAMS,6800,0.007171515,0.006264469,35.3,HFET
355381:7960,196:196,07/10/22 17:26:50,STABLE BEAMS,6800,0.007164900,0.004411410,35.3,HFET
355381:7960,197:197,07/10/22 17:27:13,STABLE BEAMS,6800,0.007164748,0.006250714,35.3,HFET
355381:7960,198:198,07/10/22 17:27:37,STABLE BEAMS,6800,0.007161640,0.005617815,35.3,HFET
355381:7960,199:199,07/10/22 17:28:00,STABLE BEAMS,6800,0.007156587,0.005510470,35.2,HFET
355381:7960,200:200,07/10/22 17:28:23,STABLE BEAMS,6800,0.007153275,0.006259652,35.2,HFET
355381:7960,201:201,07/10/22 17:28:47,STABLE BEAMS,6800,0.007151355,0.006233364,35.2,HFET
355381:7960,202:202,07/10/22 17:29:10,STABLE BEAMS,6800,0.007141851,0.006239070,35.2,HFET
355381:7960,203:203,07/10/22 17:29:33,STABLE BEAMS,6800,0.007129526,0.006138963,35.1,HFET
355381:7960,204:204,07/10/22 17:29:57,STABLE BEAMS,6800,0.007131126,0.006239540,35.1,HFET
355381:7960,205:205,07/10/22 17:30:20,STABLE BEAMS,6800,0.007131462,0.006057374,35.1,HFET
355381:7960,206:206,07/10/22 17:30:43,STABLE BEAMS,6800,0.007133661,0.004073806,35.1,HFET
355381:7960,207:207,07/10/22 17:31:07,STABLE BEAMS,6800,0.007140204,0.004122202,35.1,HFET
355381:7960,208:208,07/10/22 17:31:30,STABLE BEAMS,6800,0.007135223,0.004979488,35.1,HFET
355381:7960,209:209,07/10/22 17:31:53,STABLE BEAMS,6800,0.007131973,0.006231825,35.1,HFET
355381:7960,210:210,07/10/22 17:32:17,STABLE BEAMS,6800,0.007132129,0.006218251,35.1,HFET
355381:7960,211:211,07/10/22 17:32:40,STABLE BEAMS,6800,0.007132939,0.006220369,35.1,HFET
355381:7960,212:212,07/10/22 17:33:03,STABLE BEAMS,6800,0.007132280,0.006215641,35.1,HFET
355381:7960,213:213,07/10/22 17:33:26,STABLE BEAMS,6800,0.007130783,0.006233824,35.1,HFET
355381:7960,214:214,07/10/22 17:33:50,STABLE BEAMS,6800,0.007122055,0.006220136,35.1,HFET
355381:7960,215:215,07/10/22 17:34:13,STABLE BEAMS,6800,0.007117389,0.006216829,35.0,HFET
355381:7960,216:216,07/10/22 17:34:36,STABLE BEAMS,6800,0.007118002,0.006218314,35.0,HFET
355381:7960,217:217,07/10/22 17:35:00,STABLE BEAMS,6800,0.007115438,0.006219383,35.0,HFET
355381:7960,218:218,07/10/22 17:35:23,STABLE BEAMS,6800,0.007113457,0.006207744,35.0,HFET
355381:7960,219:219,07/10/22 17:35:46,STABLE BEAMS,6800,0.007110223,0.006116794,35.0,HFET
355381:7960,220:220,07/10/22 17:36:10,STABLE BEAMS,6800,0.007105938,0.006206859,35.0,HFET
355381:7960,221:221,07/10/22 17:36:33,STABLE BEAMS,6800,0.007103687,0.006209270,35.0,HFET
355381:7960,222:222,07/10/22 17:36:56,STABLE BEAMS,6800,0.007097376,0.006200701,34.9,HFET
355381:7960,223:223,07/10/22 17:37:20,STABLE BEAMS,6800,0.007088922,0.006198533,34.9,HFET
355381:7960,224:224,07/10/22 17:37:43,STABLE BEAMS,6800,0.007083050,0.006170965,34.9,HFET
355381:7960,225:225,07/10/22 17:38:06,STABLE BEAMS,6800,0.007078108,0.006170989,34.8,HFET
355381:7960,226:226,07/10/22 17:38:29,STABLE BEAMS,6800,0.007076996,0.006177894,34.8,HFET
355381:7960,227:227,07/10/22 17:38:53,STABLE BEAMS,6800,0.007072972,0.006168460,34.8,HFET
