#Data tag : 24v2 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/pb),recorded(/pb),avgpu,source
360794:8295,387:387,10/20/22 02:13:31,STABLE BEAMS,6800,0.421285666,0.402371891,52.5,HFET
360794:8295,388:388,10/20/22 02:13:54,STABLE BEAMS,6800,0.421430143,0.388300803,52.5,HFET
360794:8295,389:389,10/20/22 02:14:18,STABLE BEAMS,6800,0.421503114,0.316529432,52.5,HFET
360794:8295,390:390,10/20/22 02:14:41,STABLE BEAMS,6800,0.421302575,0.394118829,52.5,HFET
360794:8295,391:391,10/20/22 02:15:04,STABLE BEAMS,6800,0.421111880,0.399800208,52.5,HFET
360794:8295,392:392,10/20/22 02:15:27,STABLE BEAMS,6800,0.420946210,0.396430182,52.4,HFET
360794:8295,393:393,10/20/22 02:15:51,STABLE BEAMS,6800,0.420717001,0.403211580,52.4,HFET
360794:8295,394:394,10/20/22 02:16:14,STABLE BEAMS,6800,0.420560237,0.401233633,52.4,HFET
360794:8295,395:395,10/20/22 02:16:37,STABLE BEAMS,6800,0.420442776,0.402082458,52.4,HFET
360794:8295,396:396,10/20/22 02:17:01,STABLE BEAMS,6800,0.420560349,0.407621432,52.4,HFET
360794:8295,397:397,10/20/22 02:17:24,STABLE BEAMS,6800,0.421131231,0.252499249,52.5,HFET
360794:8295,398:398,10/20/22 02:17:47,STABLE BEAMS,6800,0.419901654,0.307559048,52.3,HFET
360794:8295,399:399,10/20/22 02:18:11,STABLE BEAMS,6800,0.419688640,0.407587727,52.3,HFET
360794:8295,400:400,10/20/22 02:18:34,STABLE BEAMS,6800,0.418742606,0.405706568,52.2,HFET
360794:8295,401:401,10/20/22 02:18:57,STABLE BEAMS,6800,0.418456057,0.401305818,52.1,HFET
360794:8295,402:402,10/20/22 02:19:21,STABLE BEAMS,6800,0.418757712,0.404571180,52.2,HFET
360794:8295,403:403,10/20/22 02:19:44,STABLE BEAMS,6800,0.418780670,0.403687055,52.2,HFET
360794:8295,404:404,10/20/22 02:20:07,STABLE BEAMS,6800,0.418612145,0.404402316,52.1,HFET
360794:8295,405:405,10/20/22 02:20:31,STABLE BEAMS,6800,0.418488296,0.403732482,52.1,HFET
360794:8295,406:406,10/20/22 02:20:54,STABLE BEAMS,6800,0.418872955,0.404683178,52.2,HFET
360794:8295,407:407,10/20/22 02:21:17,STABLE BEAMS,6800,0.418720963,0.404850930,52.2,HFET
360794:8295,408:408,10/20/22 02:21:40,STABLE BEAMS,6800,0.418208022,0.405900260,52.1,HFET
360794:8295,409:409,10/20/22 02:22:04,STABLE BEAMS,6800,0.417790034,0.405152277,52.0,HFET
360794:8295,410:410,10/20/22 02:22:27,STABLE BEAMS,6800,0.417140921,0.400922652,52.0,HFET
360794:8295,411:411,10/20/22 02:22:50,STABLE BEAMS,6800,0.416859594,0.300940377,51.9,HFET
360794:8295,412:412,10/20/22 02:23:14,STABLE BEAMS,6800,0.416522694,0.402407230,51.9,HFET
360794:8295,413:413,10/20/22 02:23:37,STABLE BEAMS,6800,0.416251025,0.401569770,51.8,HFET
360794:8295,414:414,10/20/22 02:24:00,STABLE BEAMS,6800,0.415926900,0.403308629,51.8,HFET
360794:8295,415:415,10/20/22 02:24:24,STABLE BEAMS,6800,0.415561894,0.399278861,51.8,HFET
360794:8295,416:416,10/20/22 02:24:47,STABLE BEAMS,6800,0.415289397,0.402962956,51.7,HFET
360794:8295,417:417,10/20/22 02:25:10,STABLE BEAMS,6800,0.414991087,0.403576454,51.7,HFET
360794:8295,418:418,10/20/22 02:25:34,STABLE BEAMS,6800,0.414683120,0.402675060,51.7,HFET
360794:8295,419:419,10/20/22 02:25:57,STABLE BEAMS,6800,0.414321946,0.403074954,51.6,HFET
360794:8295,420:420,10/20/22 02:26:20,STABLE BEAMS,6800,0.414198586,0.401996166,51.6,HFET
360794:8295,421:421,10/20/22 02:26:43,STABLE BEAMS,6800,0.414053057,0.398906182,51.6,HFET
360794:8295,422:422,10/20/22 02:27:07,STABLE BEAMS,6800,0.413650588,0.400487361,51.5,HFET
360794:8295,423:423,10/20/22 02:27:30,STABLE BEAMS,6800,0.413326538,0.400341868,51.5,HFET
360794:8295,424:424,10/20/22 02:27:53,STABLE BEAMS,6800,0.413159892,0.399379642,51.5,HFET
360794:8295,425:425,10/20/22 02:28:17,STABLE BEAMS,6800,0.412879279,0.398257936,51.4,HFET
360794:8295,426:426,10/20/22 02:28:40,STABLE BEAMS,6800,0.412697903,0.399799411,51.4,HFET
360794:8295,427:427,10/20/22 02:29:03,STABLE BEAMS,6800,0.412499580,0.400848034,51.4,HFET
360794:8295,428:428,10/20/22 02:29:27,STABLE BEAMS,6800,0.412422851,0.397899208,51.4,HFET
360794:8295,429:429,10/20/22 02:29:50,STABLE BEAMS,6800,0.412513671,0.400911879,51.4,HFET
360794:8295,430:430,10/20/22 02:30:13,STABLE BEAMS,6800,0.412401471,0.399257788,51.4,HFET
360794:8295,431:431,10/20/22 02:30:37,STABLE BEAMS,6800,0.412108196,0.400904084,51.3,HFET
360794:8295,432:432,10/20/22 02:31:00,STABLE BEAMS,6800,0.411868503,0.398418656,51.3,HFET
360794:8295,433:433,10/20/22 02:31:23,STABLE BEAMS,6800,0.411553472,0.397628260,51.3,HFET
360794:8295,434:434,10/20/22 02:31:47,STABLE BEAMS,6800,0.411424250,0.400073825,51.2,HFET
360794:8295,435:435,10/20/22 02:32:10,STABLE BEAMS,6800,0.420941889,0.406283609,52.4,HFET
360794:8295,436:436,10/20/22 02:32:33,STABLE BEAMS,6800,0.432590500,0.415838931,53.9,HFET
360794:8295,437:437,10/20/22 02:32:56,STABLE BEAMS,6800,0.432550670,0.416704189,53.9,HFET
360794:8295,438:438,10/20/22 02:33:20,STABLE BEAMS,6800,0.432149027,0.416468385,53.8,HFET
360794:8295,439:439,10/20/22 02:33:43,STABLE BEAMS,6800,0.431918277,0.416118552,53.8,HFET
360794:8295,440:440,10/20/22 02:34:06,STABLE BEAMS,6800,0.431671370,0.322292934,53.8,HFET
360794:8295,441:441,10/20/22 02:34:30,STABLE BEAMS,6800,0.431395154,0.415682103,53.7,HFET
360794:8295,442:442,10/20/22 02:34:53,STABLE BEAMS,6800,0.431180749,0.415496615,53.7,HFET
360794:8295,443:443,10/20/22 02:35:16,STABLE BEAMS,6800,0.430929596,0.412318515,53.7,HFET
360794:8295,444:444,10/20/22 02:35:40,STABLE BEAMS,6800,0.430573044,0.413941242,53.6,HFET
360794:8295,445:445,10/20/22 02:36:03,STABLE BEAMS,6800,0.430447993,0.414564880,53.6,HFET
360794:8295,446:446,10/20/22 02:36:26,STABLE BEAMS,6800,0.430346953,0.414681334,53.6,HFET
360794:8295,447:447,10/20/22 02:36:50,STABLE BEAMS,6800,0.429996638,0.412916355,53.6,HFET
360794:8295,448:448,10/20/22 02:37:13,STABLE BEAMS,6800,0.429875420,0.414984693,53.5,HFET
360794:8295,449:449,10/20/22 02:37:36,STABLE BEAMS,6800,0.429644445,0.412086026,53.5,HFET
360794:8295,450:450,10/20/22 02:38:00,STABLE BEAMS,6800,0.429482833,0.414343841,53.5,HFET
360794:8295,451:451,10/20/22 02:38:23,STABLE BEAMS,6800,0.429349704,0.414660169,53.5,HFET
360794:8295,452:452,10/20/22 02:38:46,STABLE BEAMS,6800,0.429118165,0.414665069,53.5,HFET
360794:8295,453:453,10/20/22 02:39:10,STABLE BEAMS,6800,0.428918039,0.413445342,53.4,HFET
360794:8295,454:454,10/20/22 02:39:33,STABLE BEAMS,6800,0.428723436,0.414993182,53.4,HFET
360794:8295,455:455,10/20/22 02:39:56,STABLE BEAMS,6800,0.428720468,0.413761220,53.4,HFET
360794:8295,456:456,10/20/22 02:40:19,STABLE BEAMS,6800,0.428652945,0.413411766,53.4,HFET
360794:8295,457:457,10/20/22 02:40:43,STABLE BEAMS,6800,0.428424863,0.412858913,53.4,HFET
360794:8295,458:458,10/20/22 02:41:06,STABLE BEAMS,6800,0.428374324,0.413992723,53.4,HFET
360794:8295,459:459,10/20/22 02:41:29,STABLE BEAMS,6800,0.428424562,0.414373944,53.4,HFET
360794:8295,460:460,10/20/22 02:41:53,STABLE BEAMS,6800,0.428200764,0.413528812,53.3,HFET
360794:8295,461:461,10/20/22 02:42:16,STABLE BEAMS,6800,0.427970615,0.413502899,53.3,HFET
360794:8295,462:462,10/20/22 02:42:39,STABLE BEAMS,6800,0.427800925,0.411450853,53.3,HFET
360794:8295,463:463,10/20/22 02:43:03,STABLE BEAMS,6800,0.427560743,0.412820308,53.3,HFET
360794:8295,464:464,10/20/22 02:43:26,STABLE BEAMS,6800,0.427290351,0.399761474,53.2,HFET
360794:8295,465:465,10/20/22 02:43:49,STABLE BEAMS,6800,0.426997715,0.392646831,53.2,HFET
360794:8295,466:466,10/20/22 02:44:12,STABLE BEAMS,6800,0.426797852,0.396930508,53.2,HFET
360794:8295,467:467,10/20/22 02:44:36,STABLE BEAMS,6800,0.426439759,0.399803236,53.1,HFET
360794:8295,468:468,10/20/22 02:44:59,STABLE BEAMS,6800,0.426229149,0.400088443,53.1,HFET
360794:8295,469:469,10/20/22 02:45:22,STABLE BEAMS,6800,0.426047322,0.403733064,53.1,HFET
360794:8295,470:470,10/20/22 02:45:46,STABLE BEAMS,6800,0.425935611,0.405714728,53.1,HFET
360794:8295,471:471,10/20/22 02:46:09,STABLE BEAMS,6800,0.425746006,0.410369581,53.0,HFET
360794:8295,472:472,10/20/22 02:46:32,STABLE BEAMS,6800,0.425489066,0.410207220,53.0,HFET
360794:8295,473:473,10/20/22 02:46:56,STABLE BEAMS,6800,0.425311974,0.410123692,53.0,HFET
360794:8295,474:474,10/20/22 02:47:19,STABLE BEAMS,6800,0.425228518,0.408328307,53.0,HFET
360794:8295,475:475,10/20/22 02:47:42,STABLE BEAMS,6800,0.425073220,0.409506457,52.9,HFET
360794:8295,476:476,10/20/22 02:48:06,STABLE BEAMS,6800,0.424886884,0.402312499,52.9,HFET
360794:8295,477:477,10/20/22 02:48:29,STABLE BEAMS,6800,0.424803091,0.410980901,52.9,HFET
360794:8295,478:478,10/20/22 02:48:52,STABLE BEAMS,6800,0.424634603,0.408232938,52.9,HFET
360794:8295,479:479,10/20/22 02:49:16,STABLE BEAMS,6800,0.424503503,0.410513457,52.9,HFET
360794:8295,480:480,10/20/22 02:49:39,STABLE BEAMS,6800,0.424255656,0.409880489,52.8,HFET
360794:8295,481:481,10/20/22 02:50:02,STABLE BEAMS,6800,0.424067104,0.409330963,52.8,HFET
360794:8295,482:482,10/20/22 02:50:26,STABLE BEAMS,6800,0.423857095,0.407041358,52.8,HFET
360794:8295,483:483,10/20/22 02:50:49,STABLE BEAMS,6800,0.423618304,0.410948187,52.8,HFET
360794:8295,484:484,10/20/22 02:51:12,STABLE BEAMS,6800,0.423416525,0.409351727,52.7,HFET
360794:8295,485:485,10/20/22 02:51:35,STABLE BEAMS,6800,0.423117124,0.407808122,52.7,HFET
360794:8295,486:486,10/20/22 02:51:59,STABLE BEAMS,6800,0.422674186,0.408892676,52.6,HFET
360794:8295,487:487,10/20/22 02:52:22,STABLE BEAMS,6800,0.422383091,0.405630457,52.6,HFET
360794:8295,488:488,10/20/22 02:52:45,STABLE BEAMS,6800,0.421972054,0.406423971,52.6,HFET
360794:8295,489:489,10/20/22 02:53:09,STABLE BEAMS,6800,0.421710793,0.407631321,52.5,HFET
360794:8295,490:490,10/20/22 02:53:32,STABLE BEAMS,6800,0.421404968,0.406187080,52.5,HFET
360794:8295,491:491,10/20/22 02:53:55,STABLE BEAMS,6800,0.421174819,0.406484847,52.5,HFET
360794:8295,492:492,10/20/22 02:54:19,STABLE BEAMS,6800,0.420908974,0.406905498,52.4,HFET
360794:8295,493:493,10/20/22 02:54:42,STABLE BEAMS,6800,0.420728048,0.404878076,52.4,HFET
360794:8295,494:494,10/20/22 02:55:05,STABLE BEAMS,6800,0.420512779,0.406522585,52.4,HFET
360794:8295,495:495,10/20/22 02:55:28,STABLE BEAMS,6800,0.419916496,0.405165006,52.3,HFET
360794:8295,496:496,10/20/22 02:55:52,STABLE BEAMS,6800,0.419297819,0.406881248,52.2,HFET
360794:8295,497:497,10/20/22 02:56:15,STABLE BEAMS,6800,0.420405389,0.404737655,52.4,HFET
360794:8295,498:498,10/20/22 02:56:38,STABLE BEAMS,6800,0.419655648,0.404837273,52.3,HFET
360794:8295,499:499,10/20/22 02:57:02,STABLE BEAMS,6800,0.419547620,0.406762222,52.3,HFET
360794:8295,500:500,10/20/22 02:57:25,STABLE BEAMS,6800,0.419422983,0.406100579,52.2,HFET
360794:8295,501:501,10/20/22 02:57:48,STABLE BEAMS,6800,0.419312060,0.405906459,52.2,HFET
360794:8295,502:502,10/20/22 02:58:12,STABLE BEAMS,6800,0.419446880,0.407911653,52.2,HFET
360794:8295,503:503,10/20/22 02:58:35,STABLE BEAMS,6800,0.419096378,0.405571650,52.2,HFET
360794:8295,504:504,10/20/22 02:58:58,STABLE BEAMS,6800,0.418848155,0.405825489,52.2,HFET
360794:8295,505:505,10/20/22 02:59:22,STABLE BEAMS,6800,0.412305466,0.400052805,51.4,HFET
360794:8295,506:506,10/20/22 02:59:45,STABLE BEAMS,6800,0.408721345,0.397610204,50.9,HFET
360794:8295,507:507,10/20/22 03:00:08,STABLE BEAMS,6800,0.413274797,0.399822617,51.5,HFET
360794:8295,508:508,10/20/22 03:00:32,STABLE BEAMS,6800,0.392540739,0.381779089,48.9,HFET
360794:8295,509:509,10/20/22 03:00:55,STABLE BEAMS,6800,0.389383473,0.378407337,48.5,HFET
360794:8295,510:510,10/20/22 03:01:18,STABLE BEAMS,6800,0.416947333,0.404956181,51.9,HFET
360794:8295,511:511,10/20/22 03:01:41,STABLE BEAMS,6800,0.417674152,0.404115641,52.0,HFET
360794:8295,512:512,10/20/22 03:02:05,STABLE BEAMS,6800,0.417513142,0.401922579,52.0,HFET
360794:8295,513:513,10/20/22 03:02:28,STABLE BEAMS,6800,0.417382906,0.405361165,52.0,HFET
360794:8295,514:514,10/20/22 03:02:51,STABLE BEAMS,6800,0.417518741,0.403263549,52.0,HFET
360794:8295,515:515,10/20/22 03:03:15,STABLE BEAMS,6800,0.414998226,0.400381953,51.7,HFET
360794:8295,516:516,10/20/22 03:03:38,STABLE BEAMS,6800,0.415184374,0.401962582,51.7,HFET
360794:8295,517:517,10/20/22 03:04:01,STABLE BEAMS,6800,0.415320397,0.401059738,51.7,HFET
360794:8295,518:518,10/20/22 03:04:25,STABLE BEAMS,6800,0.415232884,0.398328442,51.7,HFET
360794:8295,519:519,10/20/22 03:04:48,STABLE BEAMS,6800,0.415038206,0.403456775,51.7,HFET
360794:8295,520:520,10/20/22 03:05:11,STABLE BEAMS,6800,0.414744217,0.400877410,51.7,HFET
360794:8295,521:521,10/20/22 03:05:35,STABLE BEAMS,6800,0.414856605,0.401952043,51.7,HFET
360794:8295,522:522,10/20/22 03:05:58,STABLE BEAMS,6800,0.414326192,0.402141465,51.6,HFET
360794:8295,523:523,10/20/22 03:06:21,STABLE BEAMS,6800,0.414056664,0.402081594,51.6,HFET
360794:8295,524:524,10/20/22 03:06:44,STABLE BEAMS,6800,0.413851616,0.401563452,51.5,HFET
360794:8295,525:525,10/20/22 03:07:08,STABLE BEAMS,6800,0.413705899,0.402115533,51.5,HFET
360794:8295,526:526,10/20/22 03:07:31,STABLE BEAMS,6800,0.413522644,0.400860535,51.5,HFET
360794:8295,527:527,10/20/22 03:07:54,STABLE BEAMS,6800,0.413224446,0.400633352,51.5,HFET
360794:8295,528:528,10/20/22 03:08:18,STABLE BEAMS,6800,0.413128479,0.401645490,51.5,HFET
360794:8295,529:529,10/20/22 03:08:41,STABLE BEAMS,6800,0.412909152,0.400990961,51.4,HFET
360794:8295,530:530,10/20/22 03:09:04,STABLE BEAMS,6800,0.412694221,0.400199675,51.4,HFET
360794:8295,531:531,10/20/22 03:09:28,STABLE BEAMS,6800,0.412409400,0.400591750,51.4,HFET
360794:8295,532:532,10/20/22 03:09:51,STABLE BEAMS,6800,0.412296599,0.398611451,51.4,HFET
360794:8295,533:533,10/20/22 03:10:14,STABLE BEAMS,6800,0.411974465,0.400882139,51.3,HFET
360794:8295,534:534,10/20/22 03:10:38,STABLE BEAMS,6800,0.411779525,0.399120225,51.3,HFET
360794:8295,535:535,10/20/22 03:11:01,STABLE BEAMS,6800,0.411552119,0.400310624,51.3,HFET
360794:8295,536:536,10/20/22 03:11:24,STABLE BEAMS,6800,0.411454912,0.399442296,51.3,HFET
360794:8295,537:537,10/20/22 03:11:48,STABLE BEAMS,6800,0.411323435,0.398544390,51.2,HFET
360794:8295,538:538,10/20/22 03:12:11,STABLE BEAMS,6800,0.411196995,0.399883709,51.2,HFET
360794:8295,539:539,10/20/22 03:12:34,STABLE BEAMS,6800,0.411823413,0.400222048,51.3,HFET
360794:8295,540:540,10/20/22 03:12:57,STABLE BEAMS,6800,0.426411239,0.410027897,53.1,HFET
360794:8295,541:541,10/20/22 03:13:21,STABLE BEAMS,6800,0.435135251,0.416764732,54.2,HFET
360794:8295,542:542,10/20/22 03:13:44,STABLE BEAMS,6800,0.434990022,0.418402152,54.2,HFET
360794:8295,543:543,10/20/22 03:14:07,STABLE BEAMS,6800,0.434724364,0.418886916,54.1,HFET
360794:8295,544:544,10/20/22 03:14:31,STABLE BEAMS,6800,0.434401066,0.418795693,54.1,HFET
360794:8295,545:545,10/20/22 03:14:54,STABLE BEAMS,6800,0.434150590,0.418553022,54.1,HFET
360794:8295,546:546,10/20/22 03:15:17,STABLE BEAMS,6800,0.433863476,0.418406997,54.0,HFET
360794:8295,547:547,10/20/22 03:15:41,STABLE BEAMS,6800,0.433677102,0.407156003,54.0,HFET
360794:8295,548:548,10/20/22 03:16:04,STABLE BEAMS,6800,0.433412347,0.394861306,54.0,HFET
360794:8295,549:549,10/20/22 03:16:27,STABLE BEAMS,6800,0.433048843,0.407147920,53.9,HFET
360794:8295,550:550,10/20/22 03:16:51,STABLE BEAMS,6800,0.432941491,0.397590087,53.9,HFET
360794:8295,551:551,10/20/22 03:17:14,STABLE BEAMS,6800,0.432897302,0.411061748,53.9,HFET
360794:8295,552:552,10/20/22 03:17:37,STABLE BEAMS,6800,0.432603200,0.408523017,53.9,HFET
360794:8295,553:553,10/20/22 03:18:01,STABLE BEAMS,6800,0.432413595,0.416656202,53.9,HFET
360794:8295,554:554,10/20/22 03:18:24,STABLE BEAMS,6800,0.432352234,0.411328928,53.9,HFET
360794:8295,555:555,10/20/22 03:18:47,STABLE BEAMS,6800,0.432000492,0.415793327,53.8,HFET
360794:8295,556:556,10/20/22 03:19:10,STABLE BEAMS,6800,0.431768953,0.410442537,53.8,HFET
360794:8295,557:557,10/20/22 03:19:34,STABLE BEAMS,6800,0.431447609,0.416136580,53.7,HFET
360794:8295,558:558,10/20/22 03:19:57,STABLE BEAMS,6800,0.431167485,0.414853100,53.7,HFET
360794:8295,559:559,10/20/22 03:20:20,STABLE BEAMS,6800,0.430935833,0.416407628,53.7,HFET
360794:8295,560:560,10/20/22 03:20:44,STABLE BEAMS,6800,0.430818636,0.408940135,53.7,HFET
360794:8295,561:561,10/20/22 03:21:07,STABLE BEAMS,6800,0.430837349,0.415621251,53.7,HFET
360794:8295,562:562,10/20/22 03:21:30,STABLE BEAMS,6800,0.430412897,0.414997408,53.6,HFET
360794:8295,563:563,10/20/22 03:21:54,STABLE BEAMS,6800,0.430018094,0.414415761,53.6,HFET
360794:8295,564:564,10/20/22 03:22:17,STABLE BEAMS,6800,0.429657859,0.414005346,53.5,HFET
360794:8295,565:565,10/20/22 03:22:40,STABLE BEAMS,6800,0.429400243,0.414937694,53.5,HFET
360794:8295,566:566,10/20/22 03:23:04,STABLE BEAMS,6800,0.429091862,0.414368849,53.4,HFET
360794:8295,567:567,10/20/22 03:23:27,STABLE BEAMS,6800,0.429071797,0.412400752,53.4,HFET
360794:8295,568:568,10/20/22 03:23:50,STABLE BEAMS,6800,0.428849727,0.413973294,53.4,HFET
360794:8295,569:569,10/20/22 03:24:14,STABLE BEAMS,6800,0.428507416,0.413653851,53.4,HFET
360794:8295,570:570,10/20/22 03:24:37,STABLE BEAMS,6800,0.428263552,0.327810622,53.3,HFET
360794:8295,571:571,10/20/22 03:25:00,STABLE BEAMS,6800,0.427869537,0.244265309,53.3,HFET
360794:8295,572:572,10/20/22 03:25:23,STABLE BEAMS,6800,0.427503478,0.414922342,53.3,HFET
360794:8295,573:573,10/20/22 03:25:47,STABLE BEAMS,6800,0.427331233,0.412071346,53.2,HFET
360794:8295,574:574,10/20/22 03:26:10,STABLE BEAMS,6800,0.427062081,0.412418975,53.2,HFET
360794:8295,575:575,10/20/22 03:26:33,STABLE BEAMS,6800,0.426863834,0.413507426,53.2,HFET
360794:8295,576:576,10/20/22 03:26:57,STABLE BEAMS,6800,0.426624141,0.413227739,53.1,HFET
360794:8295,577:577,10/20/22 03:27:20,STABLE BEAMS,6800,0.426427998,0.334142810,53.1,HFET
360794:8295,578:578,10/20/22 03:27:43,STABLE BEAMS,6800,0.426244969,0.399638358,53.1,HFET
360794:8295,579:579,10/20/22 03:28:07,STABLE BEAMS,6800,0.426094742,0.412819974,53.1,HFET
360794:8295,580:580,10/20/22 03:28:30,STABLE BEAMS,6800,0.426024514,0.412503165,53.1,HFET
360794:8295,581:581,10/20/22 03:28:53,STABLE BEAMS,6800,0.426012264,0.410913870,53.1,HFET
360794:8295,582:582,10/20/22 03:29:17,STABLE BEAMS,6800,0.425873912,0.410745629,53.0,HFET
360794:8295,583:583,10/20/22 03:29:40,STABLE BEAMS,6800,0.425750853,0.412943571,53.0,HFET
360794:8295,584:584,10/20/22 03:30:03,STABLE BEAMS,6800,0.425652857,0.411129565,53.0,HFET
360794:8295,585:585,10/20/22 03:30:27,STABLE BEAMS,6800,0.425519539,0.410987430,53.0,HFET
360794:8295,586:586,10/20/22 03:30:50,STABLE BEAMS,6800,0.425331024,0.409321693,53.0,HFET
360794:8295,587:587,10/20/22 03:31:13,STABLE BEAMS,6800,0.425223597,0.406709719,53.0,HFET
360794:8295,588:588,10/20/22 03:31:36,STABLE BEAMS,6800,0.425022456,0.410946452,52.9,HFET
360794:8295,589:589,10/20/22 03:32:00,STABLE BEAMS,6800,0.424710769,0.409715920,52.9,HFET
360794:8295,590:590,10/20/22 03:32:23,STABLE BEAMS,6800,0.424403515,0.410182650,52.9,HFET
360794:8295,591:591,10/20/22 03:32:46,STABLE BEAMS,6800,0.424069621,0.409881558,52.8,HFET
360794:8295,592:592,10/20/22 03:33:10,STABLE BEAMS,6800,0.423769281,0.410365046,52.8,HFET
360794:8295,593:593,10/20/22 03:33:33,STABLE BEAMS,6800,0.423364934,0.411081467,52.7,HFET
360794:8295,594:594,10/20/22 03:33:56,STABLE BEAMS,6800,0.422909483,0.409944759,52.7,HFET
360794:8295,595:595,10/20/22 03:34:20,STABLE BEAMS,6800,0.422729385,0.405994056,52.7,HFET
360794:8295,596:596,10/20/22 03:34:43,STABLE BEAMS,6800,0.422294901,0.409053331,52.6,HFET
360794:8295,597:597,10/20/22 03:35:06,STABLE BEAMS,6800,0.422124534,0.407613396,52.6,HFET
360794:8295,598:598,10/20/22 03:35:30,STABLE BEAMS,6800,0.421973970,0.408363622,52.6,HFET
360794:8295,599:599,10/20/22 03:35:53,STABLE BEAMS,6800,0.421791505,0.408538356,52.5,HFET
360794:8295,600:600,10/20/22 03:36:16,STABLE BEAMS,6800,0.421441980,0.406890173,52.5,HFET
360794:8295,601:601,10/20/22 03:36:39,STABLE BEAMS,6800,0.421191577,0.408546623,52.5,HFET
360794:8295,602:602,10/20/22 03:37:03,STABLE BEAMS,6800,0.421099368,0.405908141,52.5,HFET
360794:8295,603:603,10/20/22 03:37:26,STABLE BEAMS,6800,0.421025382,0.405214187,52.4,HFET
360794:8295,604:604,10/20/22 03:37:49,STABLE BEAMS,6800,0.420625580,0.405708278,52.4,HFET
360794:8295,605:605,10/20/22 03:38:13,STABLE BEAMS,6800,0.420368039,0.406925602,52.4,HFET
360794:8295,606:606,10/20/22 03:38:36,STABLE BEAMS,6800,0.420264256,0.407787492,52.3,HFET
360794:8295,607:607,10/20/22 03:38:59,STABLE BEAMS,6800,0.419975866,0.403985752,52.3,HFET
360794:8295,608:608,10/20/22 03:39:23,STABLE BEAMS,6800,0.419867761,0.404661869,52.3,HFET
360794:8295,609:609,10/20/22 03:39:46,STABLE BEAMS,6800,0.419792310,0.406971119,52.3,HFET
360794:8295,610:610,10/20/22 03:40:09,STABLE BEAMS,6800,0.419668424,0.406631758,52.3,HFET
360794:8295,611:611,10/20/22 03:40:33,STABLE BEAMS,6800,0.419510007,0.405285411,52.3,HFET
360794:8295,612:612,10/20/22 03:40:56,STABLE BEAMS,6800,0.419512261,0.407347116,52.3,HFET
360794:8295,613:613,10/20/22 03:41:19,STABLE BEAMS,6800,0.419296842,0.403554130,52.2,HFET
360794:8295,614:614,10/20/22 03:41:43,STABLE BEAMS,6800,0.418975724,0.405440551,52.2,HFET
360794:8295,615:615,10/20/22 03:42:06,STABLE BEAMS,6800,0.418882461,0.406880792,52.2,HFET
360794:8295,616:616,10/20/22 03:42:29,STABLE BEAMS,6800,0.418684364,0.405311998,52.2,HFET
360794:8295,617:617,10/20/22 03:42:53,STABLE BEAMS,6800,0.418522377,0.402365110,52.1,HFET
360794:8295,618:618,10/20/22 03:43:16,STABLE BEAMS,6800,0.418322928,0.406184959,52.1,HFET
360794:8295,619:619,10/20/22 03:43:39,STABLE BEAMS,6800,0.418179691,0.404656564,52.1,HFET
360794:8295,620:620,10/20/22 03:44:02,STABLE BEAMS,6800,0.418116113,0.405966121,52.1,HFET
360794:8295,621:621,10/20/22 03:44:26,STABLE BEAMS,6800,0.417913732,0.405686835,52.1,HFET
360794:8295,622:622,10/20/22 03:44:49,STABLE BEAMS,6800,0.405573473,0.393989721,50.5,HFET
360794:8295,623:623,10/20/22 03:45:12,STABLE BEAMS,6800,0.409339722,0.396750399,51.0,HFET
360794:8295,624:624,10/20/22 03:45:36,STABLE BEAMS,6800,0.390767935,0.380035552,48.7,HFET
360794:8295,625:625,10/20/22 03:45:59,STABLE BEAMS,6800,0.394651005,0.383671948,49.2,HFET
360794:8295,626:626,10/20/22 03:46:22,STABLE BEAMS,6800,0.413669450,0.393379782,51.5,HFET
360794:8295,627:627,10/20/22 03:46:46,STABLE BEAMS,6800,0.416602016,0.384734628,51.9,HFET
360794:8295,628:628,10/20/22 03:47:09,STABLE BEAMS,6800,0.416190190,0.390011242,51.8,HFET
360794:8295,629:629,10/20/22 03:47:32,STABLE BEAMS,6800,0.415879631,0.398414896,51.8,HFET
360794:8295,630:630,10/20/22 03:47:56,STABLE BEAMS,6800,0.415697278,0.392221990,51.8,HFET
360794:8295,631:631,10/20/22 03:48:19,STABLE BEAMS,6800,0.415521012,0.401780663,51.8,HFET
360794:8295,632:632,10/20/22 03:48:42,STABLE BEAMS,6800,0.415281056,0.395457787,51.7,HFET
360794:8295,633:633,10/20/22 03:49:05,STABLE BEAMS,6800,0.415062781,0.401767667,51.7,HFET
360794:8295,634:634,10/20/22 03:49:29,STABLE BEAMS,6800,0.414791562,0.402715973,51.7,HFET
360794:8295,635:635,10/20/22 03:49:52,STABLE BEAMS,6800,0.414524289,0.398875852,51.6,HFET
360794:8295,636:636,10/20/22 03:50:15,STABLE BEAMS,6800,0.414280237,0.402040159,51.6,HFET
360794:8295,637:637,10/20/22 03:50:39,STABLE BEAMS,6800,0.414055011,0.400829439,51.6,HFET
360794:8295,638:638,10/20/22 03:51:02,STABLE BEAMS,6800,0.413679634,0.402646969,51.5,HFET
360794:8295,639:639,10/20/22 03:51:25,STABLE BEAMS,6800,0.413473044,0.402290507,51.5,HFET
